count,avg_latency,precision,recall
2,1.83274412155,1.0,0.333333333333
3,1.51451802254,0.666666666667,0.25
4,1.43998066584,0.75,0.3
5,1.38623046875,0.8,0.363636363636
6,1.36840438843,0.833333333333,0.416666666667
7,1.34231130282,0.875,0.5
8,1.329682827,0.888888888889,0.533333333333
9,1.31685096025,0.909090909091,0.588235294118
10,1.31019237306,0.857142857143,0.631578947368
