count,avg_latency,precision,recall
2,1.87545919418,0.666666666667,0.833333333333
3,1.55862164497,0.7,0.875
4,1.4681690534,0.708333333333,0.85
5,1.42126476765,0.678571428571,0.791666666667
6,1.38673305511,0.647058823529,0.785714285714
7,1.36048086484,0.675675675676,0.78125
